GSSCode,year,diversity
E01004551,2021,1.012
E01004574,2011,1.379
E01004574,2021,1.424
E01004576,2011,1.332
E01004576,2021,1.27
E01004501,2011,1.406
E01004501,2021,1.02
E01004505,2011,1.443
E01004505,2021,1.015
E01004553,2011,1.488
E01004553,2021,0.796
E01004558,2011,0.769
E01004558,2021,0.777
E01004619,2011,0.85
E01004619,2021,0.574
E01004642,2011,1.07
E01004642,2021,1.095
E01004644,2011,1.247
E01004644,2021,1.04
E01004477,2011,1.008
E01004477,2021,0.64
E01004479,2011,1.13
E01004479,2021,0.667
E01004555,2011,1.064
E01004555,2021,0.607
E01004513,2011,0.992
E01004513,2021,1.122
E01035494,2011,0.908
E01035494,2021,0.961
E01004493,2011,1.246
E01004493,2021,0.9
E01004620,2011,0.895
E01004620,2021,0.762
E01004623,2011,1.013
E01004623,2021,0.722
E01004499,2011,1.299
E01004499,2021,0.946
E01004504,2011,1.217
E01004504,2021,0.88
E01004596,2011,1.12
E01004596,2021,0.77
E01004472,2011,1
E01004472,2021,0.731
E01004476,2011,1.243
E01004476,2021,0.938
E01004544,2011,1.139
E01004544,2021,0.88
E01004630,2011,1.094
E01004630,2021,1.319
E01004633,2011,1.019
E01004633,2021,1.398
E01004570,2011,0.783
E01004570,2021,1.399
E01004573,2011,0.661
E01004573,2021,1.192
E01004496,2011,0.912
E01004496,2021,0.74
E01004622,2011,0.999
E01004622,2021,1.098
E01004593,2011,0.874
E01004593,2021,0.88
E01004597,2011,0.907
E01004597,2021,0.922
E01004599,2011,0.717
E01004599,2021,0.655
E01004475,2011,1.243
E01004475,2021,1.03
E01004483,2011,1.13
E01004483,2021,1.08
E01004486,2011,0.598
E01004486,2021,0.792
E01004545,2011,0.651
E01004545,2021,0.785
E01004549,2011,0.81
E01004549,2021,0.875
E01004626,2011,0.993
E01004626,2021,0.684
E01004634,2011,1.022
E01004634,2021,1.13
E01004636,2011,1.372
E01004636,2021,1.188
E01004481,2011,1.239
E01004481,2021,0.93
E01004547,2011,0.714
E01004547,2021,1.013
E01004482,2011,0.898
E01004482,2021,1.044
E01004487,2011,0
E01004487,2021,0.889
E01004490,2011,0
E01004490,2021,0.567
E01004492,2011,0
E01004492,2021,0.99
E01004532,2011,0
E01004532,2021,0.983
E01004612,2011,0
E01004612,2021,1.244
E01004531,2011,0
E01004531,2021,1.272
E01004610,2011,0
E01004610,2021,1.17
E01004614,2011,0
E01004614,2021,1.206
E01004616,2011,0
E01004616,2021,1.191
E01004525,2011,0
E01004525,2021,1.248
E01004527,2011,0
E01004527,2021,1.234
E01004529,2011,0
E01004529,2021,1.107
E01004516,2011,0
E01004516,2021,1.037
E01004519,2011,0
E01004519,2021,1.299
E01004523,2011,0
E01004523,2021,1.127
E01004521,2011,0
E01004521,2021,1.26
E01004524,2011,0
E01004524,2021,1.398
E01035497,2011,0
E01035497,2021,1.381
E01033132,2011,0
E01033132,2021,1.153
E01004567,2011,0
E01004567,2021,1.355
E01035499,2011,0
E01035499,2021,1.407
E01004563,2011,0
E01004563,2021,1.345
E01004649,2011,0
E01004649,2021,1.277
E01004730,2011,0
E01004730,2021,1.245
E01004648,2011,0
E01004648,2021,1.073
E01004710,2011,0
E01004710,2021,1.324
E01004651,2011,0
E01004651,2021,1.155
E01004726,2011,0
E01004726,2021,1.165
E01004729,2011,0
E01004729,2021,1.335
E01004719,2011,0
E01004719,2021,1.327
E01004721,2011,0
E01004721,2021,1.479
E01004674,2011,0
E01004674,2021,1.458
E01004677,2011,0
E01004677,2021,1.323
E01004679,2011,0
E01004679,2021,1.434
E01004676,2011,0
E01004676,2021,1.3
E01004707,2011,0
E01004707,2021,0.972
E01004756,2011,0
E01004756,2021,1.274
E01004703,2011,0
E01004703,2021,1.065
E01004709,2011,0
E01004709,2021,1.272
E01004659,2011,0
E01004659,2021,1.112
E01004712,2011,0
E01004712,2021,1.117
E01004670,2011,0
E01004670,2021,1.487
E01033598,2011,0
E01033598,2021,1.476
E01033602,2011,0
E01033602,2021,1.493
E01033604,2011,0
E01033604,2021,1.358
E01004754,2011,0
E01004754,2021,1.416
E01004757,2011,0
E01004757,2021,1.403
E01032513,2011,0
E01032513,2021,1.49
E01004714,2011,0
E01004714,2021,1.11
E01004717,2011,0
E01004717,2021,0.952
E01004657,2011,0
E01004657,2021,0.832
E01004661,2011,0
E01004661,2021,1.311
E01004663,2011,0
E01004663,2021,1.133
E01004763,2011,0
E01004763,2021,1.143
E01035716,2011,0
E01035716,2021,1.188
E01004654,2011,0
E01004654,2021,1.05
E01004760,2011,0
E01004760,2021,1.381
E01004680,2011,0
E01004680,2021,1.169
E01004684,2011,0
E01004684,2021,1.43
E01033593,2011,0
E01033593,2021,1.424
E01004681,2011,0
E01004681,2021,1.228
E01004694,2011,0
E01004694,2021,1.038
E01004700,2011,0
E01004700,2021,1.023
E01004693,2011,0
E01004693,2021,0.945
E01004696,2011,0
E01004696,2021,1.381
E01004699,2011,0
E01004699,2021,1.086
E01004735,2011,0
E01004735,2021,1.176
E01004761,2011,0
E01004761,2021,1.132
E01004690,2011,0
E01004690,2021,0.91
E01004692,2011,0
E01004692,2021,1.193
E01004731,2011,0
E01004731,2021,1.126
E01004733,2011,0
E01004733,2021,1.086
E01004748,2011,0
E01004748,2021,0.858
E01004743,2011,0
E01004743,2021,1.356
E01004747,2011,0
E01004747,2021,1.191
E01035720,2011,0
E01035720,2021,1.111
E01004749,2011,0
E01004749,2021,1.089
E01004752,2011,0
E01004752,2021,1.199
E01004668,2011,0
E01004668,2021,1.151
E01033597,2011,0
E01033597,2021,1.206
E01035721,2011,0
E01035721,2021,1.257
E01004669,2011,0
E01004669,2021,1.378
E01004741,2011,0
E01004741,2021,1.097
