GSSCode,year,diversity
E01002352,2011,0.642
E01002352,2021,0.959
E01002246,2011,0.449
E01002246,2021,1.076
E01002248,2011,0.672
E01002248,2021,1.122
E01002251,2011,0.792
E01002251,2021,1.108
E01033787,2011,0.385
E01033787,2021,1.391
E01002252,2011,0.405
E01002252,2021,0.457
E01002258,2011,0.403
E01002258,2021,0.597
E01002391,2011,0.842
E01002391,2021,0.372
E01002254,2011,0.612
E01002254,2021,0.419
E01002384,2011,0.519
E01002384,2021,0.519
E01002360,2011,0.504
E01002360,2021,0.541
E01002363,2011,0.657
E01002363,2021,0.51
E01002320,2011,0.849
E01002320,2021,0.66
E01002322,2011,0.977
E01002322,2021,0.846
E01002324,2011,0.774
E01002324,2021,0.629
E01002289,2011,0.273
E01002289,2021,0.566
E01002362,2011,0.276
E01002362,2021,0.598
E01002287,2011,0.245
E01002287,2021,0.854
E01002364,2011,0.286
E01002364,2021,0.413
E01002366,2011,0.305
E01002366,2021,0.772
E01002387,2011,0.415
E01002387,2021,0.352
E01002389,2011,0.292
E01002389,2021,0.34
E01002265,2011,0.473
E01002265,2021,0.627
E01002286,2011,0.463
E01002286,2021,0.491
E01002290,2011,0.373
E01002290,2021,0.596
E01002261,2011,0.359
E01002261,2021,1.024
E01002263,2011,0.398
E01002263,2021,0.753
E01002266,2011,0.397
E01002266,2021,0.757
E01002372,2011,0.465
E01002372,2021,0.79
E01002374,2011,0.172
E01002374,2021,0.912
E01002369,2011,0.249
E01002369,2021,1.123
E01002371,2011,0.263
E01002371,2021,0.96
E01002343,2011,0.264
E01002343,2021,0.779
E01002348,2011,0.324
E01002348,2021,0.578
E01002342,2011,0.733
E01002342,2021,1.142
E01002346,2011,0.551
E01002346,2021,1.023
E01002473,2011,0.431
E01002473,2021,1.047
E01002476,2011,0.524
E01002476,2021,1.05
E01002482,2011,0.516
E01002482,2021,0.994
E01002474,2011,0.797
E01002474,2021,0.996
E01002483,2011,0.636
E01002483,2021,1.129
E01002485,2011,0.604
E01002485,2021,1.219
E01002439,2011,0.57
E01002439,2021,0.714
E01002441,2011,0.242
E01002441,2021,0.751
E01002433,2011,0.794
E01002433,2021,1.075
E01002479,2011,0.792
E01002479,2021,1.06
E01002481,2011,0.9
E01002481,2021,1.137
E01002534,2011,0.966
E01002534,2021,0.807
E01002539,2011,0.812
E01002539,2021,0.758
E01002419,2011,0.853
E01002419,2021,1
E01002432,2011,0.818
E01002432,2021,1.024
E01002430,2011,0.493
E01002430,2021,0.737
E01002435,2011,0.436
E01002435,2021,0.862
E01002535,2011,0.458
E01002535,2021,0.999
E01002417,2011,0.688
E01002417,2021,1.005
E01002421,2011,0.819
E01002421,2021,1.027
E01002465,2011,0.589
E01002465,2021,0.993
E01002494,2011,0.572
E01002494,2021,1.128
E01002537,2011,0.794
E01002537,2021,1.01
E01002466,2011,0.826
E01002466,2021,0.851
E01002469,2011,0.635
E01002469,2021,0.781
E01002458,2011,0.502
E01002458,2021,0.974
E01002460,2011,0.707
E01002460,2021,0.789
E01002464,2011,0.617
E01002464,2021,0.785
E01002463,2011,0.697
E01002463,2021,1.021
E01002513,2011,0.634
E01002513,2021,1.114
E01002450,2011,0.586
E01002450,2021,1.131
E01002452,2011,0.779
E01002452,2021,1.169
E01002454,2011,0.632
E01002454,2021,1.06
E01002514,2011,0.587
E01002514,2021,1.123
E01034602,2011,0.805
E01034602,2021,1.298
E01034604,2011,0.512
E01034604,2021,1.188
E01002520,2011,0.697
E01002520,2021,1.156
E01002523,2011,0.966
E01002523,2021,1.138
E01034607,2011,0.838
E01034607,2021,1.301
E01002412,2011,1.071
E01002412,2021,1.261
E01002509,2011,0.931
E01002509,2021,1.094
E01002422,2011,0.951
E01002422,2021,1.26
E01002424,2011,1.199
E01002424,2021,1.229
E01002427,2011,0.901
E01002427,2021,1.263
E01002408,2011,0.998
E01002408,2021,1.27
E01002429,2011,1.094
E01002429,2021,1.308
E01002457,2011,1.007
E01002457,2021,1.28
E01002393,2011,0.955
E01002393,2021,1.307
E01002542,2011,0.94
E01002542,2021,1.372
E01002394,2011,1.03
E01002394,2021,1.161
E01002397,2011,1.207
E01002397,2021,1.211
E01002399,2011,1.06
E01002399,2021,1.092
E01002411,2011,1.103
E01002411,2021,1.256
E01002518,2011,1.131
E01002518,2021,1.149
E01002550,2011,1.233
E01002550,2021,1.19
E01034609,2011,1.286
E01034609,2021,1.272
E01002544,2011,1.292
E01002544,2021,1.275
E01002546,2011,1.239
E01002546,2021,1.078
E01002400,2011,1.097
E01002400,2021,1.3
E01002402,2011,1.199
E01002402,2021,1.294
E01002404,2011,0.87
E01002404,2021,1.398
E01002549,2011,0.818
E01002549,2021,1.238
E01002552,2011,1.169
E01002552,2021,1.158
E01002396,2011,1.284
E01002396,2021,1.193
E01002502,2011,1.112
E01002502,2021,1.363
E01002508,2011,1.192
E01002508,2021,1.327
E01002503,2011,1.269
E01002503,2021,1.233
E01002507,2011,1.266
E01002507,2021,1.203
E01034611,2011,1.006
E01034611,2021,1.361
E01034613,2011,0.95
E01034613,2021,1.371
E01002487,2011,1.193
E01002487,2021,1.16
E01002528,2011,1.227
E01002528,2021,1.24
E01034615,2011,1.298
E01034615,2021,1.294
E01002525,2011,1.279
E01002525,2021,1.066
E01002530,2011,1.196
E01002530,2021,1.225
E01002488,2011,1.16
E01002488,2021,1.175
E01002490,2011,1.275
E01002490,2021,1.238
E01034616,2011,1
E01034616,2021,1.249
E01002444,2011,1.179
E01002444,2021,1.171
E01002447,2011,1.223
E01002447,2021,1.186
E01002443,2011,0.81
E01002443,2021,1.091
E01002449,2011,1.146
E01002449,2021,1.208
E01002493,2011,1.204
E01002493,2021,1.417
E01002497,2011,1.205
E01002497,2021,1.161
E01002499,2011,1.199
E01002499,2021,1.059
E01002569,2011,1.142
E01002569,2021,0.878
E01002573,2011,1.21
E01002573,2021,0.704
E01002575,2011,1.341
E01002575,2021,0.807
E01002625,2011,0.982
E01002625,2021,1.012
E01002627,2011,0.924
E01002627,2021,1.338
E01002633,2011,0.618
E01002633,2021,1.293
E01002637,2011,0.59
E01002637,2021,1.235
E01002563,2011,0.701
E01002563,2021,1.078
E01002567,2011,1.099
E01002567,2021,0.849
E01034032,2011,1.192
E01034032,2021,1.102
E01002571,2011,0.899
E01002571,2021,0.721
E01002577,2011,0.931
E01002577,2021,0.878
E01002689,2011,1.334
E01002689,2021,1.028
E01002576,2011,1.242
E01002576,2021,1.047
E01002580,2011,1.144
E01002580,2021,1.031
E01002582,2011,0.995
E01002582,2021,0.72
E01002678,2011,0.752
E01002678,2021,1.258
E01002680,2011,1.019
E01002680,2021,1.195
E01002622,2011,1.044
E01002622,2021,1.064
E01002635,2011,0.716
E01002635,2021,0.988
E01002618,2011,0.642
E01002618,2021,0.931
E01002623,2011,0.637
E01002623,2021,1.127
E01002629,2011,0.715
E01002629,2021,1.23
E01002639,2011,1.168
E01002639,2021,1.024
E01002674,2011,1.108
E01002674,2021,1.211
E01002583,2011,0.957
E01002583,2021,0.982
E01002585,2011,1.013
E01002585,2021,1.085
E01002589,2011,0.945
E01002589,2021,1.286
E01002669,2011,1.053
E01002669,2021,1.151
E01002682,2011,1.034
E01002682,2021,1.218
E01034035,2011,1.091
E01034035,2021,0.773
E01002645,2011,0.856
E01002645,2021,1.255
E01002677,2011,0.976
E01002677,2021,1.263
E01034037,2011,0.911
E01034037,2021,1.187
E01002588,2011,0.894
E01002588,2021,1.387
E01002661,2011,0.973
E01002661,2021,0.859
E01002624,2011,1.215
E01002624,2021,1.033
E01002662,2011,1.016
E01002662,2021,1.006
E01034038,2011,1.163
E01034038,2021,1.161
E01002641,2011,0.847
E01002641,2021,1.215
E01002657,2011,1.005
E01002657,2021,1.142
E01033084,2011,0.976
E01033084,2021,1.158
E01034041,2011,1.034
E01034041,2021,1.094
E01002654,2011,1.146
E01002654,2021,1.109
E01002656,2011,1.1
E01002656,2021,1.02
E01002667,2011,1.037
E01002667,2021,1.151
E01002671,2011,1.14
E01002671,2021,0.808
E01002673,2011,0.728
E01002673,2021,1.428
E01002650,2011,1.096
E01002650,2021,1.195
E01002652,2011,1.058
E01002652,2021,0.976
E01002555,2011,1.038
E01002555,2021,1.157
E01002590,2011,0.905
E01002590,2021,1.224
E01002595,2011,1.265
E01002595,2021,1.277
E01002558,2011,1.156
E01002558,2021,1.219
E01002560,2011,1.041
E01002560,2021,1.144
E01002591,2011,0.942
E01002591,2021,1.153
E01002594,2011,1.026
E01002594,2021,1.182
E01002612,2011,1.093
E01002612,2021,1.214
E01002598,2011,0.935
E01002598,2021,1.128
E01002600,2011,1.01
E01002600,2021,1.155
E01033000,2011,1.035
E01033000,2021,1.328
E01002604,2011,0.996
E01002604,2021,1.195
E01002606,2011,0.943
E01002606,2021,1.252
E01002615,2011,0.98
E01002615,2021,1.245
E01002601,2011,0.953
E01002601,2021,1.142
E01002614,2011,1.065
E01002614,2021,1.216
E01002608,2011,1.095
E01002608,2021,1.245
E01002610,2011,0.975
E01002610,2021,1.271
E01002687,2011,1.084
E01002687,2021,1.024
E01002692,2011,1.14
E01002692,2021,1.16
E01032573,2011,0.588
E01032573,2021,0.949
E01034043,2011,0.788
E01034043,2021,1.438
E01002562,2011,0.79
E01002562,2021,1.158
E01034046,2011,0.719
E01034046,2021,1.347
E01033081,2011,1.063
E01033081,2021,1.237
E01002755,2011,0.756
E01002755,2021,1.231
E01002758,2011,1.116
E01002758,2021,1.382
E01002807,2011,1.262
E01002807,2021,1.263
E01002753,2011,1.147
E01002753,2021,1.26
E01002757,2011,1.113
E01002757,2021,1.164
E01002760,2011,1.07
E01002760,2021,1.322
E01002735,2011,1.235
E01002735,2021,1.298
E01002806,2011,1.171
E01002806,2021,0.985
E01002809,2011,0.906
E01002809,2021,1.233
E01002768,2011,1.126
E01002768,2021,1.001
E01002771,2011,0.907
E01002771,2021,1.152
E01002774,2011,1.027
E01002774,2021,1.094
E01002734,2011,1.015
E01002734,2021,1.415
E01002737,2011,1.341
E01002737,2021,1.417
E01002742,2011,1.288
E01002742,2021,1.093
E01002748,2011,0.704
E01002748,2021,1.362
E01033493,2011,1.227
E01033493,2021,0.77
E01002730,2011,0.678
E01002730,2021,1.151
E01002763,2011,1.059
E01002763,2021,1.173
E01035652,2011,0.941
E01035652,2021,1.096
E01002785,2011,0.898
E01002785,2021,0.925
E01002789,2011,0.784
E01002789,2021,0.813
E01002741,2011,0.849
E01002741,2021,1.343
E01002744,2011,1.028
E01002744,2021,0.97
E01002764,2011,1.108
E01002764,2021,1.265
E01002784,2011,0.956
E01002784,2021,1.248
E01002787,2011,1.09
E01002787,2021,1.299
E01002767,2011,0.877
E01002767,2021,1.278
E01033487,2011,1.164
E01033487,2021,1.16
E01033491,2011,1.199
E01033491,2021,1.096
E01035654,2011,0.985
E01035654,2021,1.23
E01002778,2011,1.356
E01002778,2021,1.361
E01002781,2011,1.118
E01002781,2021,1.2
E01002739,2011,0.723
E01002739,2021,0.863
E01002745,2011,0.771
E01002745,2021,0.942
E01002796,2011,0.811
E01002796,2021,1.014
E01002718,2011,0.694
E01002718,2021,0.754
E01002775,2011,0.851
E01002775,2021,0.968
E01002780,2011,1.017
E01002780,2021,1.031
E01002712,2011,1.09
E01002712,2021,1.172
E01002765,2011,1.244
E01002765,2021,1.359
E01002717,2011,0.864
E01002717,2021,1.033
E01002720,2011,1.215
E01002720,2021,1.307
E01002791,2011,0.668
E01002791,2021,0.942
E01002698,2011,0.845
E01002698,2021,1.002
E01002700,2011,0.523
E01002700,2021,0.702
E01002792,2011,0.822
E01002792,2021,0.858
E01002797,2011,1.06
E01002797,2021,1.105
E01002799,2011,1.007
E01002799,2021,1.146
E01002694,2011,1.248
E01002694,2021,1.333
E01002709,2011,1.122
E01002709,2021,1.306
E01002715,2011,1.244
E01002715,2021,1.473
E01002794,2011,0.814
E01002794,2021,1.009
E01002802,2011,0.675
E01002802,2021,1.038
E01035656,2011,1.014
E01035656,2021,1.2
E01002711,2011,0.832
E01002711,2021,1.232
E01002728,2011,0.768
E01002728,2021,1.284
E01002707,2011,1.03
E01002707,2021,1.17
E01002724,2011,1.094
E01002724,2021,1.012
E01002726,2011,0.888
E01002726,2021,1.205
E01033490,2011,1.068
E01033490,2021,1.247
E01002702,2011,1.154
E01002702,2021,1.327
E01002704,2011,1.029
E01002704,2021,1.292
E01002852,2011,1.34
E01002852,2021,1.481
E01002854,2011,1.397
E01002854,2021,1.413
E01002857,2011,1.399
E01002857,2021,1.438
E01002905,2011,1.142
E01002905,2021,1.244
E01002907,2011,0.796
E01002907,2021,1.345
E01002877,2011,1.072
E01002877,2021,1.457
E01002908,2011,0.932
E01002908,2021,1.083
E01002829,2011,1.177
E01002829,2021,1.162
E01002831,2011,1.164
E01002831,2021,1.296
E01002856,2011,1.179
E01002856,2021,1.285
E01002872,2011,1.366
E01002872,2021,1.152
E01002880,2011,1.199
E01002880,2021,1.454
E01002882,2011,0.8
E01002882,2021,0.988
E01002884,2011,0.875
E01002884,2021,1.104
E01002886,2011,0.737
E01002886,2021,0.996
E01002871,2011,0.82
E01002871,2021,0.792
E01002874,2011,0.747
E01002874,2021,0.98
E01002824,2011,0.963
E01002824,2021,0.962
E01002826,2011,0.668
E01002826,2021,0.925
E01002828,2011,1.019
E01002828,2021,1.012
E01002866,2011,1.242
E01002866,2021,1.328
E01002868,2011,1.029
E01002868,2021,0.959
E01002887,2011,0.901
E01002887,2021,1.039
E01002890,2011,0.974
E01002890,2021,0.865
E01002892,2011,0.76
E01002892,2021,1.045
E01002815,2011,0.815
E01002815,2021,1.236
E01002817,2011,0.923
E01002817,2021,0.977
E01002818,2011,0.77
E01002818,2021,1.031
E01002859,2011,0.579
E01002859,2021,0.827
E01002863,2011,1.078
E01002863,2021,0.866
E01002834,2011,1.119
E01002834,2021,0.931
E01002850,2011,1.006
E01002850,2021,1.167
E01002821,2011,0.981
E01002821,2021,0.959
E01002858,2011,0.703
E01002858,2021,1.349
E01002862,2011,1.326
E01002862,2021,1.221
E01002847,2011,1.117
E01002847,2021,1.159
E01002851,2011,0.859
E01002851,2021,1.342
E01002836,2011,0.846
E01002836,2021,0.84
E01035713,2011,0.603
E01035713,2021,0.863
E01002849,2011,0.945
E01002849,2021,0.936
E01002894,2011,0.839
E01002894,2021,1.028
E01002899,2011,0.791
E01002899,2021,1.058
E01002901,2011,0.494
E01002901,2021,0.502
E01002903,2011,0.498
E01002903,2021,0.601
E01002845,2011,0.837
E01002845,2021,0.968
E01002911,2011,0.589
E01002911,2021,0.614
E01002896,2011,0.741
E01002896,2021,0.803
E01002912,2011,0.666
E01002912,2021,0.949
E01002840,2011,0.738
E01002840,2021,1.388
E01002842,2011,0.927
E01002842,2021,1.493
E01002913,2011,1.261
E01002913,2021,1.117
E01003007,2011,0.724
E01003007,2021,0.941
E01003009,2011,0.694
E01003009,2021,0.871
E01002952,2011,0.494
E01002952,2021,1.109
E01002955,2011,1.056
E01002955,2021,1.247
E01002959,2011,1.039
E01002959,2021,1.116
E01002938,2011,0.794
E01002938,2021,0.711
E01002954,2011,0.794
E01002954,2021,1.241
E01002933,2011,1.225
E01002933,2021,0.831
E01002937,2011,0.628
E01002937,2021,0.661
E01033569,2011,0.655
E01033569,2021,1.054
E01034577,2011,0.84
E01034577,2021,1.225
E01002969,2011,1.222
E01002969,2021,1.366
E01002972,2011,0.909
E01002972,2021,1.065
E01002932,2011,1.078
E01002932,2021,1.283
E01002962,2011,0.981
E01002962,2021,1.128
E01002973,2011,1.058
E01002973,2021,1.165
E01002930,2011,0.944
E01002930,2021,1.125
E01002963,2011,0.892
E01002963,2021,1.053
E01002927,2011,0.893
E01002927,2021,1.037
E01002958,2011,0.693
E01002958,2021,0.822
E01002986,2011,0.921
E01002986,2021,1.057
E01002967,2011,0.667
E01002967,2021,0.881
E01002990,2011,0.713
E01002990,2021,0.799
E01002922,2011,0.543
E01002922,2021,0.668
E01002966,2011,0.558
E01002966,2021,0.729
E01002921,2011,0.775
E01002921,2021,0.869
E01002988,2011,0.876
E01002988,2021,0.943
E01002975,2011,1.037
E01002975,2021,1.178
E01002980,2011,0.927
E01002980,2021,1.119
E01002984,2011,1.004
E01002984,2021,1.131
E01002925,2011,0.629
E01002925,2021,0.674
E01002995,2011,0.7
E01002995,2021,0.842
E01002915,2011,0.881
E01002915,2021,1.129
E01002917,2011,0.686
E01002917,2021,0.841
E01002924,2011,0.557
E01002924,2021,0.639
E01002978,2011,0.841
E01002978,2021,1.036
E01002982,2011,0.969
E01002982,2021,1.102
E01002994,2011,0.709
E01002994,2021,0.797
E01002997,2011,0.617
E01002997,2021,0.703
E01003002,2011,0.797
E01003002,2021,0.869
E01002919,2011,1.067
E01002919,2021,1.279
E01003001,2011,0.922
E01003001,2021,1.11
E01002939,2011,0.728
E01002939,2021,0.838
E01002942,2011,0.447
E01002942,2021,0.623
E01003005,2011,0.571
E01003005,2021,0.701
E01002945,2011,0.407
E01002945,2021,0.648
E01002947,2011,0.429
E01002947,2021,0.665
E01002943,2011,0.539
E01002943,2021,0.769
E01002949,2011,0.639
E01002949,2021,0.796
E01003015,2011,1.254
E01003015,2021,1.293
E01003110,2011,0.925
E01003110,2021,1.053
E01003112,2011,1.224
E01003112,2021,1.316
E01003105,2011,1.234
E01003105,2021,1.347
E01003107,2011,0.965
E01003107,2021,1.006
E01033863,2011,1.011
E01033863,2021,1.326
E01003104,2011,1.137
E01003104,2021,1.272
E01003129,2011,1.065
E01003129,2021,1.104
E01033864,2011,1.023
E01033864,2021,1.277
E01033866,2011,0.834
E01033866,2021,1.301
E01003099,2011,1.198
E01003099,2021,1.3
E01003180,2011,1.174
E01003180,2021,1.252
E01003097,2011,1.106
E01003097,2021,1.308
E01003123,2011,1.228
E01003123,2021,0.928
E01003125,2011,1.132
E01003125,2021,1.311
E01003184,2011,1.175
E01003184,2021,1.312
E01003186,2011,1.193
E01003186,2021,1.101
E01003089,2011,1.136
E01003089,2021,1.398
E01003092,2011,1.09
E01003092,2021,1.364
E01003128,2011,1.239
E01003128,2021,1.309
E01003048,2011,1.205
E01003048,2021,1.257
E01003182,2011,1.257
E01003182,2021,1.196
E01003088,2011,0.921
E01003088,2021,1.235
E01003094,2011,1.229
E01003094,2021,1.142
E01003127,2011,1.216
E01003127,2021,1.137
E01003047,2011,1.21
E01003047,2021,1.311
E01003059,2011,0.936
E01003059,2021,1.286
E01003061,2011,0.951
E01003061,2021,1.221
E01003035,2011,0.892
E01003035,2021,1.024
E01003090,2011,0.638
E01003090,2021,1.066
E01003037,2011,0.852
E01003037,2021,1.211
E01003039,2011,0.777
E01003039,2021,0.729
E01003042,2011,1.237
E01003042,2021,1.041
E01003073,2011,0.915
E01003073,2021,1.188
E01003077,2011,0.905
E01003077,2021,1.256
E01003019,2011,1.008
E01003019,2021,0.942
E01003054,2011,1.08
E01003054,2021,0.914
E01003058,2011,1.173
E01003058,2021,0.985
E01003050,2011,1.204
E01003050,2021,1.135
E01003055,2011,1.068
E01003055,2021,1.159
E01003029,2011,1.135
E01003029,2021,0.941
E01003041,2011,1.012
E01003041,2021,1.292
E01003043,2011,0.959
E01003043,2021,1.047
E01003051,2011,0.649
E01003051,2021,1.331
E01003074,2011,0.769
E01003074,2021,1.033
E01003027,2011,0.855
E01003027,2021,0.667
E01003030,2011,1.084
E01003030,2021,0.771
E01003018,2011,1.122
E01003018,2021,0.955
E01003173,2011,1.122
E01003173,2021,1.141
E01003178,2011,1.105
E01003178,2021,0.967
E01003022,2011,1.198
E01003022,2021,1.068
E01003024,2011,1.304
E01003024,2021,1.3
E01003136,2011,1.237
E01003136,2021,1.225
E01003159,2011,1.048
E01003159,2021,1.224
E01003162,2011,0.889
E01003162,2021,1.335
E01003156,2011,1.039
E01003156,2021,1.043
E01003158,2011,1.171
E01003158,2021,0.687
E01003163,2011,1.173
E01003163,2021,1.15
E01003172,2011,1.224
E01003172,2021,1.212
E01003175,2011,1.075
E01003175,2021,1.234
E01003164,2011,1.105
E01003164,2021,1.22
E01003168,2011,1.107
E01003168,2021,1.218
E01003170,2011,1.091
E01003170,2021,0.857
E01003131,2011,1.276
E01003131,2021,1.046
E01003138,2011,1.083
E01003138,2021,0.75
E01003079,2011,1.084
E01003079,2021,1.267
E01003133,2011,0.921
E01003133,2021,1.15
E01003152,2011,1.19
E01003152,2021,1.132
E01003066,2011,0.82
E01003066,2021,1.304
E01003166,2011,1.131
E01003166,2021,1.235
E01003116,2011,1.015
E01003116,2021,1.222
E01003118,2011,1.105
E01003118,2021,1.265
E01003155,2011,1.107
E01003155,2021,1.192
E01003084,2011,1.176
E01003084,2021,1.051
E01003149,2011,1.173
E01003149,2021,1.162
E01003065,2011,1.162
E01003065,2021,1.177
E01003082,2011,1.148
E01003082,2021,1.249
E01003087,2011,1.047
E01003087,2021,1.322
E01003114,2011,1.058
E01003114,2021,1.205
E01003120,2011,1.01
E01003120,2021,1.277
E01003150,2011,0.999
E01003150,2021,1.273
E01003063,2011,1.211
E01003063,2021,1.226
E01003069,2011,1.251
E01003069,2021,1.082
E01003115,2011,1.174
E01003115,2021,1.216
E01003144,2011,1.293
E01003144,2021,1.11
E01003147,2011,1.372
E01003147,2021,1.164
E01003140,2011,1.229
E01003140,2021,1.403
E01003143,2011,1.005
E01003143,2021,1.346
E01003013,2011,0.994
E01003013,2021,1.101
E01003016,2011,1.239
E01003016,2021,1.269
E01032582,2011,1.156
E01032582,2021,1.332
E01003245,2011,1.244
E01003245,2021,1.259
E01003249,2011,1.313
E01003249,2021,1.365
E01034388,2011,1.323
E01034388,2021,1.277
E01003246,2011,1.237
E01003246,2021,1.295
E01003251,2011,1.301
E01003251,2021,1.335
E01003253,2011,1.191
E01003253,2021,1.319
E01003299,2011,1.274
E01003299,2021,1.277
E01003302,2011,1.132
E01003302,2021,1.37
E01003207,2011,1.296
E01003207,2021,1.287
E01003210,2011,1.007
E01003210,2021,1.169
E01003215,2011,1.136
E01003215,2021,1.328
E01003339,2011,1.1
E01003339,2021,1.249
E01003341,2011,1.28
E01003341,2021,0.989
E01003199,2011,1.004
E01003199,2021,0.998
E01003204,2011,1.16
E01003204,2021,1.206
E01003206,2011,0.976
E01003206,2021,0.928
E01003213,2011,0.615
E01003213,2021,1.121
E01033324,2011,1.073
E01033324,2021,1.124
E01003198,2011,1.193
E01003198,2021,0.965
E01003202,2011,1.235
E01003202,2021,0.764
E01003336,2011,1.346
E01003336,2021,1.292
E01003342,2011,1.259
E01003342,2021,1.134
E01003345,2011,1.274
E01003345,2021,1.153
E01003277,2011,1.268
E01003277,2021,1.07
E01003279,2011,1.258
E01003279,2021,1.046
E01003283,2011,1.218
E01003283,2021,0.843
E01003286,2011,1.047
E01003286,2021,1.247
E01003274,2011,1.109
E01003274,2021,1.123
E01003276,2011,1.272
E01003276,2021,1.206
E01003231,2011,1.061
E01003231,2021,1.102
E01003233,2011,1.205
E01003233,2021,1.183
E01003281,2011,1.21
E01003281,2021,1.056
E01003287,2011,0.996
E01003287,2021,0.912
E01003293,2011,1.191
E01003293,2021,1.259
E01033320,2011,1.207
E01033320,2021,1.29
E01003319,2011,1.191
E01003319,2021,1.347
E01003323,2011,1.227
E01003323,2021,1.298
E01003226,2011,1.305
E01003226,2021,1.096
E01003228,2011,0.993
E01003228,2021,0.874
E01003230,2011,1.157
E01003230,2021,1.157
E01003321,2011,1.252
E01003321,2021,1.247
E01003324,2011,1.203
E01003324,2021,1.345
E01034391,2011,1.216
E01034391,2021,1.27
E01003255,2011,1.049
E01003255,2021,1.094
E01003261,2011,0.997
E01003261,2021,1.028
E01003217,2011,1.291
E01003217,2021,1.299
E01003220,2011,1.259
E01003220,2021,1.2
E01003224,2011,1.247
E01003224,2021,1.282
E01003268,2011,1.126
E01003268,2021,1.279
E01003270,2011,1.11
E01003270,2021,1.215
E01003307,2011,1.11
E01003307,2021,1.137
E01003314,2011,1.102
E01003314,2021,1.086
E01003316,2011,1.064
E01003316,2021,1.05
E01003219,2011,1.267
E01003219,2021,1.396
E01003223,2011,1.265
E01003223,2021,1.371
E01003349,2011,1.128
E01003349,2021,1.246
E01003354,2011,1.228
E01003354,2021,1.258
E01003310,2011,1.159
E01003310,2021,1.171
E01003312,2011,1.115
E01003312,2021,1.111
E01003256,2011,1.162
E01003256,2021,1.204
E01003258,2011,1.242
E01003258,2021,1.321
E01003193,2011,1.043
E01003193,2021,1.151
E01003195,2011,1.177
E01003195,2021,1.227
E01003197,2011,1.187
E01003197,2021,1.311
E01003348,2011,1.211
E01003348,2021,1.36
E01003352,2011,1.213
E01003352,2021,1.385
E01003264,2011,1.082
E01003264,2021,1.209
E01003266,2011,1.058
E01003266,2021,1.208
E01003329,2011,1.079
E01003329,2021,1.122
E01003331,2011,1.139
E01003331,2021,1.192
E01003334,2011,1.155
E01003334,2021,1.284
E01003190,2011,1.296
E01003190,2021,1.39
E01003192,2011,1.127
E01003192,2021,1.355
E01003327,2011,1.097
E01003327,2021,1.027
E01003333,2011,1.128
E01003333,2021,1.153
E01003236,2011,1.158
E01003236,2021,1.231
E01003238,2011,1.069
E01003238,2021,1.189
E01032564,2011,1.151
E01032564,2021,1.257
E01003240,2011,1.091
E01003240,2021,1.214
E01003243,2011,1.146
E01003243,2021,1.339
E01003298,2011,1.271
E01003298,2021,1.327
E01003303,2011,1.302
E01003303,2021,1.429
E01032579,2011,1.28
E01032579,2021,1.341
E01034393,2011,0.074
E01034393,2021,1.15
E01034395,2011,0.116
E01034395,2021,1.422
E01033327,2011,0.072
E01033327,2021,1.273
E01003291,2011,0.136
E01003291,2021,1.327
E01003472,2011,0.086
E01003472,2021,0.646
E01003474,2011,0.084
E01003474,2021,0.657
E01034578,2011,0.123
E01034578,2021,1.095
E01003460,2011,0.156
E01003460,2021,0.619
E01003464,2011,0.093
E01003464,2021,0.899
E01003400,2011,0.123
E01003400,2021,0.844
E01003456,2011,0.257
E01003456,2021,0.93
E01003477,2011,0.151
E01003477,2021,0.816
E01003402,2011,0.14
E01003402,2021,0.962
E01003404,2011,0.086
E01003404,2021,0.938
E01003369,2011,0.089
E01003369,2021,1.023
E01003371,2011,1.375
E01003371,2021,1.055
E01034580,2011,1.358
E01034580,2021,1.276
E01003359,2011,1.11
E01003359,2021,0.99
E01003457,2011,1.173
E01003457,2021,0.774
E01003459,2011,1.239
E01003459,2021,0.998
E01003395,2011,1.318
E01003395,2021,1.348
E01003397,2011,0.871
E01003397,2021,1.333
E01003368,2011,1.213
E01003368,2021,1.266
E01003393,2011,1.172
E01003393,2021,1.203
E01003407,2011,1.331
E01003407,2021,1.242
E01003356,2011,1.342
E01003356,2021,0.868
E01003383,2011,1.292
E01003383,2021,0.931
E01003442,2011,1.076
E01003442,2021,0.866
E01003444,2011,0.978
E01003444,2021,0.763
E01003463,2011,1.119
E01003463,2021,0.974
E01003382,2011,0.81
E01003382,2021,0.836
E01003399,2011,1.395
E01003399,2021,0.951
E01003357,2011,1.304
E01003357,2021,1.317
E01003377,2011,0.63
E01003377,2021,1.368
E01003410,2011,0.796
E01003410,2021,1.316
E01003388,2011,0.839
E01003388,2021,1.411
E01003392,2011,0.826
E01003392,2021,1.359
E01003387,2011,0.8
E01003387,2021,1.342
E01003411,2011,1.369
E01003411,2021,1.345
E01003435,2011,1.292
E01003435,2021,1.362
E01003424,2011,1.35
E01003424,2021,0.709
E01003426,2011,1.322
E01003426,2021,1.183
E01003366,2011,1.359
E01003366,2021,1.058
E01003446,2011,0.845
E01003446,2021,0.991
E01003471,2011,0.914
E01003471,2021,1.064
E01003414,2011,0.823
E01003414,2021,1.385
E01003416,2011,0.875
E01003416,2021,1.369
E01003373,2011,1.322
E01003373,2021,1.373
E01003379,2011,1.184
E01003379,2021,1.363
E01003405,2011,0.805
E01003405,2021,1.377
