GSSCode,GSSCode,diversity2011,diversity2021,,GSSCode,diversity2011
E01000620,E01002453,1.338,1.201,,E01000620,1.338
E01000621,E01002454,1.419,1.06,,E01000621,1.419
E01000635,E01002414,1.362,1.279,,E01000635,1.362
E01000636,E01002514,1.287,1.123,,E01000636,1.287
E01000596,E01034601,1.465,1.217,,E01000596,1.465
E01000601,E01034602,1.471,1.298,,E01000601,1.471
E01000602,E01034603,1.45,1.201,,E01000602,1.45
E01000603,E01034604,1.488,1.188,,E01000603,1.488
E01000604,E01034605,1.424,1.225,,E01000604,1.424
E01000605,E01002520,1.449,1.156,,E01000605,1.449
E01000488,E01002521,1.546,1.224,,E01000488,1.546
E01000637,E01002523,1.486,1.138,,E01000637,1.486
E01000639,E01034606,1.447,1.343,,E01000639,1.447
E01000642,E01034607,1.455,1.301,,E01000642,1.455
E01000644,E01002410,1.503,1.188,,E01000644,1.503
E01000490,E01002412,1.394,1.261,,E01000490,1.394
E01000494,E01002456,1.509,1.234,,E01000494,1.509
E01000495,E01002509,1.447,1.094,,E01000495,1.447
E01000560,E01002511,1.247,1.111,,E01000560,1.247
E01000561,E01002422,1.49,1.26,,E01000561,1.49
E01000638,E01002423,1.524,1.268,,E01000638,1.524
E01000640,E01002424,1.534,1.229,,E01000640,1.534
E01000641,E01002425,1.526,1.312,,E01000641,1.526
E01000643,E01002427,1.532,1.263,,E01000643,1.532
E01000508,E01002428,1.467,1.282,,E01000508,1.467
E01000521,E01002408,1.518,1.27,,E01000521,1.518
E01000522,E01002409,1.47,1.301,,E01000522,1.47
E01000526,E01002429,1.44,1.308,,E01000526,1.44
E01000527,E01002455,1.495,1.336,,E01000527,1.495
E01000528,E01002457,1.375,1.28,,E01000528,1.375
E01000471,E01002392,1.345,1.339,,E01000471,1.345
E01000474,E01002393,1.154,1.307,,E01000474,1.154
E01000476,E01002540,1.221,1.392,,E01000476,1.221
E01000477,E01002542,1.381,1.372,,E01000477,1.381
E01000630,E01002543,1.338,1.349,,E01000630,1.338
E01000595,E01002394,1.476,1.161,,E01000595,1.476
E01000599,E01002395,1.376,1.214,,E01000599,1.376
E01000600,E01002397,1.441,1.211,,E01000600,1.441
E01033456,E01002398,1.351,1.031,,E01033456,1.351
E01000545,E01002399,1.421,1.092,,E01000545,1.421
E01000546,E01002426,1.378,1.246,,E01000546,1.378
E01000547,E01002411,1.413,1.256,,E01000547,1.413
E01000548,E01002413,1.441,1.213,,E01000548,1.441
E01000549,E01002518,1.362,1.149,,E01000549,1.362
E01000472,E01002519,1.374,1.066,,E01000472,1.374
E01000473,E01002550,1.056,1.19,,E01000473,1.056
E01000475,E01034608,1.291,1.282,,E01000475,1.291
E01000478,E01034609,1.21,1.272,,E01000478,1.21
E01000632,E01002541,1.057,1.325,,E01000632,1.057
E01000489,E01002544,1.532,1.275,,E01000489,1.532
E01000491,E01002545,1.514,1.437,,E01000491,1.514
E01000492,E01002546,1.43,1.078,,E01000492,1.43
E01000493,E01002547,1.461,1.263,,E01000493,1.461
E01000581,E01002400,1.352,1.3,,E01000581,1.352
E01000523,E01002401,1.508,1.355,,E01000523,1.508
E01000524,E01002402,1.49,1.294,,E01000524,1.49
E01000525,E01002403,1.487,1.355,,E01000525,1.487
E01000533,E01002404,1.487,1.398,,E01000533,1.487
E01000535,E01002548,1.488,1.019,,E01000535,1.488
E01033455,E01002549,1.541,1.238,,E01033455,1.541
E01033485,E01002551,1.526,1.304,,E01033485,1.526
E01000579,E01002552,1.445,1.158,,E01000579,1.445
E01000580,E01002553,1.255,1.148,,E01000580,1.255
E01000582,E01002396,1.233,1.193,,E01000582,1.233
E01000583,E01002501,1.371,1.247,,E01000583,1.371
E01000586,E01002502,1.525,1.363,,E01000586,1.525
E01000530,E01002505,1.465,1.375,,E01000530,1.465
E01000531,E01002508,1.503,1.327,,E01000531,1.503
E01000532,E01002405,1.481,1.285,,E01000532,1.481
E01000534,E01002503,1.505,1.233,,E01000534,1.505
E01000584,E01002506,1.473,1.281,,E01000584,1.473
E01000585,E01002507,1.463,1.203,,E01000585,1.463
E01000544,E01034610,1.525,1.399,,E01000544,1.525
E01000550,E01034611,1.513,1.361,,E01000550,1.513
E01000551,E01034612,1.481,1.223,,E01000551,1.481
E01000552,E01034613,1.441,1.371,,E01000552,1.441
E01000779,E01002486,1.052,1.333,,E01000779,1.052
E01000780,E01002487,1.128,1.16,,E01000780,1.128
E01000781,E01002526,1.028,1.24,,E01000781,1.028
E01000782,E01002528,1.1,1.24,,E01000782,1.1
E01000783,E01034614,1.021,1.298,,E01000783,1.021
E01000785,E01034615,0.866,1.294,,E01000785,0.866
E01000689,E01002445,0.921,1.283,,E01000689,0.921
E01000690,E01002525,0.827,1.066,,E01000690,0.827
E01000691,E01002529,0.785,1.284,,E01000691,0.785
E01000692,E01002530,0.585,1.225,,E01000692,0.585
E01000784,E01002531,0.806,1.07,,E01000784,0.806
E01000799,E01002488,1.326,1.175,,E01000799,1.326
E01000802,E01002489,1.315,1.01,,E01000802,1.315
E01000803,E01002490,1.287,1.238,,E01000803,1.287
E01000804,E01002492,1.19,1.074,,E01000804,1.19
E01000805,E01034616,1.225,1.249,,E01000805,1.225
E01000740,E01034617,1.43,1.204,,E01000740,1.43
E01000741,E01002444,1.346,1.171,,E01000741,1.346
E01000742,E01002446,1.321,1.143,,E01000742,1.321
E01000745,E01002447,1.363,1.186,,E01000745,1.363
E01000746,E01002527,1.26,1.019,,E01000746,1.26
E01000709,E01002443,0.905,1.091,,E01000709,0.905
E01000710,E01002448,1.004,1.209,,E01000710,1.004
E01000711,E01002449,0.965,1.208,,E01000711,0.965
E01000714,E01002491,0.968,1.298,,E01000714,0.968
E01000718,E01002493,1.287,1.417,,E01000718,1.287
E01000645,E01002496,0.848,1.217,,E01000645,0.848
E01000649,E01002497,1.008,1.161,,E01000649,1.008
E01000694,E01002498,0.821,1.084,,E01000694,0.821
E01000695,E01002499,0.517,1.059,,E01000695,0.517
E01000696,E01032577,0.654,1.112,,E01000696,0.654
E01000697,E01002569,0.684,0.878,,E01000697,0.684
E01000674,E01002570,1.025,0.97,,E01000674,1.025
E01000676,E01002573,1.143,0.704,,E01000676,1.143
E01000820,E01002574,0.933,1.092,,E01000820,0.933
E01000822,E01002575,1.063,0.807,,E01000822,1.063
E01000823,E01002620,0.771,1.251,,E01000823,0.771
E01000824,E01002625,0.948,1.012,,E01000824,0.948
E01000825,E01002626,0.946,1.018,,E01000825,0.946
E01000743,E01002627,1.357,1.338,,E01000743,1.357
E01000744,E01002631,1.357,1.087,,E01000744,1.357
E01000796,E01002633,1.42,1.293,,E01000796,1.42
E01000798,E01002634,1.387,1.417,,E01000798,1.387
E01000800,E01002637,1.371,1.235,,E01000800,1.371
E01000806,E01002638,1.406,1.26,,E01000806,1.406
E01000693,E01002563,0.973,1.078,,E01000693,0.973
E01000698,E01002565,0.994,1.146,,E01000698,0.994
E01000736,E01002567,0.703,0.849,,E01000736,0.703
E01000737,E01002686,0.874,1.172,,E01000737,0.874
E01000672,E01034032,0.999,1.102,,E01000672,0.999
E01000673,E01034033,0.965,1.109,,E01000673,0.965
E01000716,E01002571,0.835,0.721,,E01000716,0.835
E01000717,E01002572,0.85,1.078,,E01000717,0.85
E01000828,E01002577,0.966,0.878,,E01000828,0.966
E01000712,E01002578,1.013,0.928,,E01000712,1.013
E01000713,E01002689,0.983,1.028,,E01000713,0.983
E01000715,E01002690,0.841,0.809,,E01000715,0.841
E01000770,E01002576,0.719,1.047,,E01000770,0.719
E01000772,E01002579,0.821,0.815,,E01000772,0.821
E01000700,E01002580,0.989,1.031,,E01000700,0.989
E01000702,E01002581,1.031,0.961,,E01000702,1.031
E01000703,E01002582,0.872,0.72,,E01000703,0.872
E01000706,E01002675,1.036,1.257,,E01000706,1.036
E01000797,E01002678,0.934,1.258,,E01000797,0.934
E01000729,E01002679,0.971,1.181,,E01000729,0.971
E01000730,E01002680,0.922,1.195,,E01000730,0.922
E01000735,E01002619,0.834,0.968,,E01000735,0.834
E01000738,E01002622,0.892,1.064,,E01000738,0.892
E01000739,E01002632,0.959,1.134,,E01000739,0.959
E01000699,E01002635,1.32,0.988,,E01000699,1.32
E01000701,E01002636,1.184,0.982,,E01000701,1.184
E01000704,E01002618,1.17,0.931,,E01000704,1.17
E01000705,E01002621,1.348,1.187,,E01000705,1.348
E01000801,E01002623,1.275,1.127,,E01000801,1.275
E01000646,E01002628,0.954,1.065,,E01000646,0.954
E01000647,E01002629,0.82,1.23,,E01000647,0.82
E01000648,E01002630,0.926,1.128,,E01000648,0.926
E01000653,E01002639,0.858,1.024,,E01000653,0.858
E01000678,E01002640,0.965,0.999,,E01000678,0.965
E01000670,E01002674,1.147,1.211,,E01000670,1.147
E01000675,E01002676,1.158,1.097,,E01000675,1.158
E01000677,E01002583,1.011,0.982,,E01000677,1.011
E01000762,E01002584,0.964,0.898,,E01000762,0.964
E01000829,E01002585,1.023,1.085,,E01000829,1.023
E01000719,E01002586,0.991,0.902,,E01000719,0.991
E01000720,E01002589,1.047,1.286,,E01000720,1.047
E01000721,E01002668,1.098,1.169,,E01000721,1.098
E01000724,E01002669,1.093,1.151,,E01000724,1.093
E01000728,E01002681,0.865,1.286,,E01000728,0.865
E01000651,E01002682,0.731,1.218,,E01000651,0.731
E01000668,E01034034,0.872,1.358,,E01000668,0.872
E01000669,E01034035,0.705,0.773,,E01000669,0.705
E01000671,E01002643,0.977,1.301,,E01000671,0.977
E01000679,E01002645,0.857,1.255,,E01000679,0.857
E01000826,E01002658,0.81,0.973,,E01000826,0.81
E01000827,E01002677,1.019,1.263,,E01000827,1.019
E01000830,E01034036,0.908,1.285,,E01000830,0.908
E01000831,E01034037,0.863,1.187,,E01000831,0.863
E01000833,E01002587,0.782,1.071,,E01000833,0.782
E01000650,E01002588,0.992,1.387,,E01000650,0.992
E01000652,E01002660,0.715,0.955,,E01000652,0.715
E01000807,E01002661,0.695,0.859,,E01000807,0.695
E01000809,E01002665,0.503,1.179,,E01000809,0.503
E01000722,E01002624,0.784,1.033,,E01000722,0.784
E01000725,E01002646,0.698,1.248,,E01000725,0.698
E01000731,E01002662,0.928,1.006,,E01000731,0.928
E01000732,E01002663,0.795,1.162,,E01000732,0.795
E01000733,E01034038,0.746,1.161,,E01000733,0.746
E01000769,E01034039,0.943,1.184,,E01000769,0.943
E01000773,E01002641,0.817,1.215,,E01000773,0.817
E01000775,E01002649,1.065,1.133,,E01000775,1.065
E01000777,E01002657,0.932,1.142,,E01000777,0.932
E01000778,E01033083,0.99,0.929,,E01000778,0.99
E01000808,E01033084,0.697,1.158,,E01000808,0.697
E01000810,E01034040,0.597,1.099,,E01000810,0.597
E01000811,E01034041,0.628,1.094,,E01000811,0.628
E01000813,E01002653,0.684,1.121,,E01000813,0.684
E01000815,E01002654,0.606,1.109,,E01000815,0.606
E01000661,E01002655,1.091,1.182,,E01000661,1.091
E01000662,E01002656,0.974,1.02,,E01000662,0.974
E01000663,E01002659,0.845,1.2,,E01000663,0.845
E01000664,E01002667,0.853,1.151,,E01000664,0.853
E01000763,E01002670,0.611,1.067,,E01000763,0.611
E01000764,E01002671,0.737,0.808,,E01000764,0.737
E01000766,E01002672,0.569,1.363,,E01000766,0.569
E01000767,E01002673,0.578,1.428,,E01000767,0.578
E01000834,E01002647,0.67,1.204,,E01000834,0.67
E01000727,E01002650,0.677,1.195,,E01000727,0.677
E01000734,E01002651,0.793,1.105,,E01000734,0.793
E01000790,E01002652,1.034,0.976,,E01000790,1.034
E01000812,E01002666,0.745,1.035,,E01000812,0.745
E01000814,E01002555,0.72,1.157,,E01000814,0.72
E01000723,E01002556,0.415,1.183,,E01000723,0.415
E01000726,E01002590,0.697,1.224,,E01000726,0.697
E01000787,E01002592,0.644,1.213,,E01000787,0.644
E01000788,E01002595,0.999,1.277,,E01000788,0.999
E01000791,E01002557,0.696,1.15,,E01000791,0.696
E01000832,E01002558,0.885,1.219,,E01000832,0.885
E01000835,E01002559,0.733,1.212,,E01000835,0.733
E01000836,E01002560,0.751,1.144,,E01000836,0.751
E01000837,E01002561,0.915,1.218,,E01000837,0.915
E01000838,E01002591,0.697,1.153,,E01000838,0.697
E01000839,E01002593,0.657,1.149,,E01000839,0.657
E01000840,E01002594,0.538,1.182,,E01000840,0.538
E01000841,E01002611,0.664,1.197,,E01000841,0.664
E01000753,E01002612,0.527,1.214,,E01000753,0.527
E01000754,E01002613,0.717,1.181,,E01000754,0.717
E01000755,E01002598,0.625,1.128,,E01000755,0.625
E01000757,E01002599,0.444,1.169,,E01000757,0.444
E01000758,E01002600,0.675,1.155,,E01000758,0.675
E01000786,E01002603,0.553,1.191,,E01000786,0.553
E01000789,E01033000,1.052,1.328,,E01000789,1.052
E01000792,E01033030,0.965,1.101,,E01000792,0.965
E01000793,E01002604,0.556,1.195,,E01000793,0.556
E01000795,E01002605,0.657,1.182,,E01000795,0.657
E01000665,E01002606,0.79,1.252,,E01000665,0.79
E01000666,E01002607,0.484,1.203,,E01000666,0.484
E01000667,E01002615,0.731,1.245,,E01000667,0.731
E01000756,E01002596,0.761,1.303,,E01000756,0.761
E01000759,E01002601,0.462,1.142,,E01000759,0.462
E01000760,E01002602,0.534,0.874,,E01000760,0.534
E01000761,E01002614,0.56,1.216,,E01000761,0.56
E01000765,E01002616,0.538,1.109,,E01000765,0.538
E01000768,E01002608,0.551,1.245,,E01000768,0.551
E01000681,E01002609,0.686,1.03,,E01000681,0.686
E01000682,E01002610,0.588,1.271,,E01000682,0.588
E01000683,E01002617,0.926,0.951,,E01000683,0.926
E01000684,E01002687,0.941,1.024,,E01000684,0.941
E01000794,E01002691,0.586,1.148,,E01000794,0.586
E01000749,E01002692,0.369,1.16,,E01000749,0.369
E01000750,E01002693,0.66,0.825,,E01000750,0.66
E01000751,E01032573,0.966,0.949,,E01000751,0.966
E01000752,E01034042,0.442,1.371,,E01000752,0.442
E01000680,E01034043,0.427,1.438,,E01000680,0.427
E01000685,E01034044,0.595,1.242,,E01000685,0.595
E01000686,E01002562,0.6,1.158,,E01000686,0.6
E01000687,E01034045,0.524,1.341,,E01000687,0.524
E01000688,E01034046,0.627,1.347,,E01000688,0.627
E01000654,E01033082,0.419,1.045,,E01000654,0.419
E01000655,E01033081,0.401,1.237,,E01000655,0.401
E01000656,E01002564,0.512,1.242,,E01000656,0.512
E01000657,E01002755,0.443,1.231,,E01000657,0.443
E01000659,E01002756,0.309,0.989,,E01000659,0.309
E01000816,E01002758,1.213,1.382,,E01000816,1.213
E01000818,E01002804,1.04,1.269,,E01000818,1.04
E01000819,E01002807,1.193,1.263,,E01000819,1.193
E01032562,E01002811,1.195,1.231,,E01032562,1.195
E01032563,E01002753,1.029,1.26,,E01032563,1.029
E01000707,E01002754,0.658,1.008,,E01000707,0.658
E01000708,E01002757,0.87,1.164,,E01000708,0.87
E01000771,E01002759,1.02,0.906,,E01000771,1.02
E01000774,E01002760,0.998,1.322,,E01000774,0.998
E01032568,E01002772,1.022,1.074,,E01032568,1.022
E01000658,E01002735,0.199,1.298,,E01000658,0.199
E01000747,E01002805,0.497,1.049,,E01000747,0.497
E01000748,E01002806,0.378,0.985,,E01000748,0.378
E01032570,E01002808,0.34,1.084,,E01032570,0.34
E01001137,E01002809,1.375,1.233,,E01001137,1.375
E01001138,E01002810,1.334,1.198,,E01001138,1.334
E01001156,E01002768,1.427,1.001,,E01001156,1.427
E01001162,E01002770,1.452,1.056,,E01001162,1.452
E01001164,E01002771,1.351,1.152,,E01001164,1.351
E01001084,E01002773,1.447,1.389,,E01001084,1.447
E01001157,E01002774,1.476,1.094,,E01001157,1.476
E01001159,E01002732,1.472,1.408,,E01001159,1.472
E01001160,E01002734,1.467,1.415,,E01001160,1.467
E01001163,E01002736,1.455,1.406,,E01001163,1.455
E01001083,E01002737,1.457,1.417,,E01001083,1.457
E01001086,E01002751,1.504,1.363,,E01001086,1.504
E01001087,E01002742,1.478,1.093,,E01001087,1.478
E01001161,E01002747,1.491,1.076,,E01001161,1.491
E01001085,E01002748,1.491,1.362,,E01001085,1.491
E01001088,E01002749,1.488,1.171,,E01001088,1.488
E01001089,E01033493,1.502,0.77,,E01001089,1.502
E01001090,E01033494,1.493,0.877,,E01001090,1.493
E01001091,E01002730,1.473,1.151,,E01001091,1.473
E01001147,E01002733,1.461,1.126,,E01001147,1.461
E01001148,E01002763,1.417,1.173,,E01001148,1.417
E01001151,E01035651,1.478,1.271,,E01001151,1.478
E01001152,E01035652,1.448,1.096,,E01001152,1.448
E01001158,E01002769,1.411,1.052,,E01001158,1.411
E01001146,E01002785,1.38,0.925,,E01001146,1.38
E01001149,E01002788,1.415,0.938,,E01001149,1.415
E01001150,E01002789,1.447,0.813,,E01001150,1.447
E01001153,E01002738,1.445,1.005,,E01001153,1.445
E01001154,E01002741,1.45,1.343,,E01001154,1.45
E01001136,E01002743,1.482,1.023,,E01001136,1.482
E01001139,E01002744,1.45,0.97,,E01001139,1.45
E01001140,E01002752,1.423,1.153,,E01001140,1.423
E01001142,E01002764,1.373,1.265,,E01001142,1.373
E01001144,E01002783,1.446,1.215,,E01001144,1.446
E01001141,E01002784,1.426,1.248,,E01001141,1.426
E01001143,E01002786,1.417,1.262,,E01001143,1.417
E01001145,E01002787,1.461,1.299,,E01001145,1.461
E01001191,E01002762,1.466,0.986,,E01001191,1.466
E01001192,E01002767,1.392,1.278,,E01001192,1.392
E01000994,E01033486,1.459,1.297,,E01000994,1.459
E01000995,E01033487,1.431,1.16,,E01000995,1.431
E01000996,E01033488,1.417,1.341,,E01000996,1.417
E01000997,E01033491,1.482,1.096,,E01000997,1.482
E01000999,E01035653,1.394,1.045,,E01000999,1.394
E01001002,E01035654,1.414,1.23,,E01001002,1.414
E01000998,E01002777,1.48,1.012,,E01000998,1.48
E01001000,E01002778,1.44,1.361,,E01001000,1.44
E01001003,E01002779,1.468,0.995,,E01001003,1.468
E01001111,E01002781,1.465,1.2,,E01001111,1.465
E01001155,E01002782,1.442,1.358,,E01001155,1.442
E01001174,E01002739,1.413,0.863,,E01001174,1.413
E01001175,E01002740,1.441,0.799,,E01001175,1.441
E01001176,E01002745,1.4,0.942,,E01001176,1.4
E01001182,E01002795,1.423,1.198,,E01001182,1.423
E01001183,E01002796,1.402,1.014,,E01001183,1.402
E01001184,E01002716,1.415,1.232,,E01001184,1.415
E01001001,E01002718,1.432,0.754,,E01001001,1.432
E01001109,E01002721,1.476,0.866,,E01001109,1.476
E01001112,E01002775,1.443,0.968,,E01001112,1.443
E01001113,E01002776,1.462,1.11,,E01001113,1.462
E01001114,E01002780,1.455,1.031,,E01001114,1.455
E01001116,E01002708,1.487,1.234,,E01001116,1.487
E01000992,E01002712,1.446,1.172,,E01000992,1.446
E01001185,E01002713,1.415,1.219,,E01001185,1.415
E01001186,E01002765,1.444,1.359,,E01001186,1.444
E01001188,E01002766,1.437,1.347,,E01001188,1.437
E01001193,E01002717,1.477,1.033,,E01001193,1.477
E01001004,E01002719,1.472,0.832,,E01001004,1.472
E01001115,E01002720,1.5,1.307,,E01001115,1.5
E01001117,E01002790,1.467,1.216,,E01001117,1.467
E01001178,E01002791,1.489,0.942,,E01001178,1.489
E01001181,E01002793,1.498,1.114,,E01001181,1.498
E01001006,E01002698,1.494,1.002,,E01001006,1.494
E01001007,E01002699,1.376,0.874,,E01001007,1.376
E01001177,E01002700,1.452,0.702,,E01001177,1.452
E01001179,E01002714,1.419,0.791,,E01001179,1.419
E01001180,E01002792,1.457,0.858,,E01001180,1.457
E01000980,E01002722,1.43,1.04,,E01000980,1.43
E01000981,E01002797,1.404,1.105,,E01000981,1.404
E01000982,E01002798,1.403,0.813,,E01000982,1.403
E01000983,E01002799,1.383,1.146,,E01000983,1.383
E01001187,E01002800,1.478,1.257,,E01001187,1.478
E01000989,E01002694,1.282,1.333,,E01000989,1.282
E01000991,E01002697,1.195,1.352,,E01000991,1.195
E01001131,E01002709,1.086,1.306,,E01001131,1.086
E01001132,E01002710,1.132,1.268,,E01001132,1.132
E01001134,E01002715,1.216,1.473,,E01001134,1.216
E01001005,E01002696,1.376,0.762,,E01001005,1.376
E01001008,E01002794,1.507,1.009,,E01001008,1.507
E01001009,E01002801,1.411,0.828,,E01001009,1.411
E01001010,E01002802,1.467,1.038,,E01001010,1.467
E01001011,E01035655,1.47,1.124,,E01001011,1.47
E01001012,E01035656,1.473,1.2,,E01001012,1.473
E01001013,E01002695,1.532,1.117,,E01001013,1.532
E01001048,E01002711,1.516,1.232,,E01001048,1.516
E01001110,E01002727,1.49,0.967,,E01001110,1.49
E01001118,E01002728,1.496,1.284,,E01001118,1.496
E01000985,E01002729,1.274,0.915,,E01000985,1.274
E01000986,E01002707,1.385,1.17,,E01000986,1.385
E01000987,E01002723,1.293,1.173,,E01000987,1.293
E01000993,E01002724,1.33,1.012,,E01000993,1.33
E01000975,E01002725,1.444,1.28,,E01000975,1.444
E01000976,E01002726,1.48,1.205,,E01000976,1.48
E01000977,E01033489,1.467,1.068,,E01000977,1.467
E01000978,E01033490,1.425,1.247,,E01000978,1.425
E01000979,E01002701,1.415,1.247,,E01000979,1.415
E01000984,E01002702,1.499,1.327,,E01000984,1.499
E01001044,E01002703,1.38,1.27,,E01001044,1.38
E01001046,E01002704,1.327,1.292,,E01001046,1.327
E01001049,E01002706,1.388,1.16,,E01001049,1.388
E01001050,E01002852,1.404,1.481,,E01001050,1.404
E01001014,E01002853,1.518,1.451,,E01001014,1.518
E01001042,E01002854,1.473,1.413,,E01001042,1.473
E01001165,E01002855,1.443,1.428,,E01001165,1.443
E01001166,E01002857,1.462,1.438,,E01001166,1.462
E01001168,E01002904,1.438,1.411,,E01001168,1.438
E01001127,E01002905,1.147,1.244,,E01001127,1.147
E01001128,E01002906,1.413,1.223,,E01001128,1.413
E01001130,E01002907,1.444,1.345,,E01001130,1.444
E01001135,E01002876,1.243,1.081,,E01001135,1.243
E01001062,E01002877,1.268,1.457,,E01001062,1.268
E01001063,E01002878,1.2,1.141,,E01001063,1.2
E01001064,E01002908,1.19,1.083,,E01001064,1.19
E01001129,E01002909,1.076,1.081,,E01001129,1.076
E01001133,E01002829,1.162,1.162,,E01001133,1.162
E01001035,E01002830,1.386,1.355,,E01001035,1.386
E01001043,E01002831,1.493,1.296,,E01001043,1.493
E01001045,E01002832,1.394,1.346,,E01001045,1.394
E01001047,E01002856,1.367,1.285,,E01001047,1.367
E01001170,E01002870,1.44,1.336,,E01001170,1.44
E01001167,E01002872,1.49,1.152,,E01001167,1.49
E01001169,E01002879,1.445,1.509,,E01001169,1.445
E01001171,E01002880,1.453,1.454,,E01001171,1.453
E01001172,E01002881,1.457,1.381,,E01001172,1.457
E01001173,E01002882,1.468,0.988,,E01001173,1.468
E01001036,E01002883,1.273,0.92,,E01001036,1.273
E01001037,E01002884,1.376,1.104,,E01001037,1.376
E01001038,E01002885,1.358,0.938,,E01001038,1.358
E01001039,E01002886,1.13,0.996,,E01001039,1.13
E01001040,E01002833,1.278,0.955,,E01001040,1.278
E01001051,E01002871,1.303,0.792,,E01001051,1.303
E01001052,E01002873,1.301,1.082,,E01001052,1.301
E01001054,E01002874,1.232,0.98,,E01001054,1.232
E01001056,E01002875,1.35,0.82,,E01001056,1.35
E01001057,E01002824,1.415,0.962,,E01001057,1.415
E01001033,E01002825,1.36,1.138,,E01001033,1.36
E01001034,E01002826,1.26,0.925,,E01001034,1.26
E01001041,E01002827,1.396,0.803,,E01001041,1.396
E01001095,E01002828,1.344,1.012,,E01001095,1.344
E01001100,E01002864,1.159,1.068,,E01001100,1.159
E01001053,E01002866,1.115,1.328,,E01001053,1.115
E01001055,E01002867,1.132,1.279,,E01001055,1.132
E01001077,E01002868,0.956,0.959,,E01001077,0.956
E01001078,E01002869,1.156,1.21,,E01001078,1.156
E01001082,E01002887,1.084,1.039,,E01001082,1.084
E01001120,E01002889,1.11,0.903,,E01001120,1.11
E01001122,E01002890,1.236,0.865,,E01001122,1.236
E01001123,E01002891,1.072,0.995,,E01001123,1.072
E01001124,E01002892,0.899,1.045,,E01001124,0.899
E01001125,E01002813,1.193,0.805,,E01001125,1.193
E01001058,E01002815,1.023,1.236,,E01001058,1.023
E01001059,E01002816,1.002,1.064,,E01001059,1.002
E01001060,E01002817,1.048,0.977,,E01001060,1.048
E01001061,E01002865,1.173,0.943,,E01001061,1.173
E01001065,E01002818,0.932,1.031,,E01001065,0.932
E01001066,E01002819,1.386,0.981,,E01001066,1.386
E01001119,E01002859,0.714,0.827,,E01001119,0.714
E01001126,E01002860,0.912,0.723,,E01001126,0.912
E01001032,E01002863,1.001,0.866,,E01001032,1.001
E01001101,E01002812,0.963,1.113,,E01001101,0.963
E01001102,E01002834,1.048,0.931,,E01001102,1.048
E01001107,E01002839,1.193,1.275,,E01001107,1.193
E01001108,E01002850,1.051,1.167,,E01001108,1.051
E01001076,E01002888,1.216,1.136,,E01001076,1.216
E01001079,E01002821,1.073,0.959,,E01001079,1.073
E01001080,E01002823,1.235,1.177,,E01001080,1.235
E01001081,E01002858,1.12,1.349,,E01001081,1.12
E01001073,E01002861,1.186,0.965,,E01001073,1.186
E01001092,E01002862,1.309,1.221,,E01001092,1.309
E01001093,E01002814,1.455,1.398,,E01001093,1.455
E01001096,E01002847,1.256,1.159,,E01001096,1.256
E01001097,E01002848,1.345,1.142,,E01001097,1.345
E01001098,E01002851,1.139,1.342,,E01001098,1.139
E01001028,E01002835,1.321,1.035,,E01001028,1.321
E01001029,E01002836,1.268,0.84,,E01001029,1.268
E01001030,E01002837,1.329,0.78,,E01001030,1.329
E01001031,E01035713,1.151,0.863,,E01001031,1.151
E01001094,E01002846,1.25,1.06,,E01001094,1.25
E01001103,E01002849,0.991,0.936,,E01001103,0.991
E01001105,E01002893,0.928,1.044,,E01001105,0.928
E01001106,E01002894,1.034,1.028,,E01001106,1.034
E01001121,E01002898,0.924,0.644,,E01001121,0.924
E01001069,E01002899,1.126,1.058,,E01001069,1.126
E01001070,E01002900,1.265,0.732,,E01001070,1.265
E01001075,E01002901,1.012,0.502,,E01001075,1.012
E01001099,E01002902,1.259,0.937,,E01001099,1.259
E01001015,E01002903,1.063,0.601,,E01001015,1.063
E01001016,E01002844,1.12,0.716,,E01001016,1.12
E01001023,E01002845,1.298,0.968,,E01001023,1.298
E01001067,E01002910,1.229,0.891,,E01001067,1.229
E01001074,E01002911,1.313,0.614,,E01001074,1.313
E01001068,E01002914,1.127,0.752,,E01001068,1.127
E01001071,E01002896,0.966,0.803,,E01001071,0.966
E01001072,E01002897,0.903,0.743,,E01001072,0.903
E01001104,E01002912,1.075,0.949,,E01001104,1.075
E01001017,E01035714,0.78,0.812,,E01001017,0.78
E01001024,E01002840,1.061,1.388,,E01001024,1.061
E01001025,E01002841,0.934,1.056,,E01001025,0.934
E01001026,E01002842,0.801,1.493,,E01001026,0.801
E01001027,E01002843,1.08,1.36,,E01001027,1.08
E01001018,E01002913,0.611,1.117,,E01001018,0.611
E01001019,E01003006,0.87,0.932,,E01001019,0.87
E01001020,E01003007,0.965,0.941,,E01001020,0.965
E01001021,E01003008,1.049,0.888,,E01001021,1.049
E01001022,E01003009,0.821,0.871,,E01001022,0.821
E01000990,E01003010,1.43,0.671,,E01000990,1.43
E01001189,E01002952,1.461,1.109,,E01001189,1.461
E01001190,E01002953,1.43,1.192,,E01001190,1.43
E01001194,E01002955,1.404,1.247,,E01001194,1.404
E01032569,E01002956,1.431,1.208,,E01032569,1.431
E01001269,E01002959,1.458,1.116,,E01001269,1.458
E01001271,E01002935,1.429,0.969,,E01001271,1.429
E01001309,E01002938,1.439,0.711,,E01001309,1.439
E01001310,E01002951,1.473,1.003,,E01001310,1.473
E01001311,E01002954,1.469,1.241,,E01001311,1.469
